file_path,lines,size_kb,last_commit,owner,extension
"src/shared/components/molecules/common/ActivityStatCard.tsx",101,4,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/DateRangeFilter.tsx",257,12,"2025-08-06T12:39:38+02:00","Claude","tsx"
"src/shared/components/molecules/common/ActivityFilterHub.tsx",152,8,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/SalesStatCard.tsx",93,4,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/CategorySalesCard.tsx",88,4,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/__tests__/EmptyState.test.tsx",34,4,"2025-08-09T18:59:05+02:00","Claude","tsx"
"src/shared/components/molecules/common/ProductCard.tsx",115,8,"2025-08-06T19:28:29+02:00","Claude","tsx"
"src/shared/components/molecules/common/RecentSaleListItem.tsx",168,8,"2025-08-06T19:36:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormActionButtons.tsx",86,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/BaseCard.tsx",242,8,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/molecules/common/LoadingStates.tsx",115,4,"2025-08-06T18:07:57+02:00","Claude","tsx"
"src/shared/components/molecules/common/BaseListItem.tsx",298,12,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/molecules/common/ProductSearchFilters.tsx",235,12,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/Glow.tsx",63,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/FormErrorMessage.tsx",201,8,"2025-08-06T18:07:57+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/Shimmer.tsx",46,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/index.ts",19,4,"2025-08-06T18:07:57+02:00","Claude","ts"
"src/shared/components/molecules/common/FormElements/HelperText.tsx",60,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/ErrorMessage.tsx",70,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/FormWrapper.tsx",75,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/UnifiedFormElement.tsx",404,12,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/shared/components/molecules/common/FormElements/Label.tsx",34,4,"2025-08-06T12:39:38+02:00","Claude","tsx"
"src/shared/components/layout/layouts/MainLayout.tsx",409,20,"2025-08-08T22:02:03+02:00","Claude","tsx"
"src/shared/components/layout/layouts/PageLayout.tsx",116,4,"2025-08-09T10:58:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonIcon.tsx",253,12,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonInput.tsx",309,12,"2025-08-09T09:48:56+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonBadge.tsx",260,12,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/index.ts",44,4,"2025-08-06T12:39:38+02:00","Claude","ts"
"src/shared/components/atoms/design-system/PokemonSearch.tsx",818,28,"2025-08-09T18:59:05+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonPageContainer.tsx",192,8,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonCard.tsx",450,16,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonForm.tsx",708,24,"2025-08-09T10:58:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonButton.tsx",333,12,"2025-08-09T09:48:56+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonSelect.tsx",239,8,"2025-08-09T09:36:59+02:00","Claude","tsx"
"src/shared/components/atoms/design-system/PokemonModal.tsx",445,16,"2025-08-09T18:59:05+02:00","Claude","tsx"
"src/app/config/cacheConfig.ts",236,8,"2025-08-09T08:23:29+02:00","Claude","ts"
"src/app/lib/queryClient.ts",344,16,"2025-08-09T18:59:05+02:00","Claude","ts"
"src/app/App.tsx",277,12,"2025-08-09T08:23:29+02:00","Claude","tsx"
"src/app/main.tsx",10,4,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/types/collection/CollectionTypes.ts",342,8,"2025-08-09T10:04:38+02:00","Claude","ts"
"src/types/api/ApiResponse.ts",365,12,"2025-08-06T12:50:48+02:00","Claude","ts"
"src/types/form/FormTypes.ts",281,8,"2025-08-06T12:50:48+02:00","Claude","ts"
"src/test/setup.ts",49,4,"2025-08-09T18:59:05+02:00","Claude","ts"
"src/test/utils.tsx",50,4,"2025-08-09T18:59:05+02:00","Claude","tsx"
"src/components/debug/profilerUtils.ts",131,4,"2025-08-05T13:25:30+02:00","Claude","ts"
"src/components/debug/PerformanceMonitor.tsx",133,4,"2025-08-01T13:30:31+02:00","Claude","tsx"
"src/components/debug/ReactProfiler.tsx",487,20,"2025-08-05T13:25:30+02:00","Claude","tsx"
"src/components/modals/AddItemToAuctionModal.tsx",267,12,"2025-08-09T08:23:29+02:00","Claude","tsx"
"src/components/modals/ItemSelectorModal.tsx",412,16,"2025-08-09T10:58:59+02:00","Claude","tsx"
"src/components/PriceHistoryDisplay.tsx",284,12,"2025-08-06T16:21:35+02:00","Claude","tsx"
"src/components/lists/ItemOrderingSection.tsx",370,16,"2025-08-09T08:23:29+02:00","Claude","tsx"
"src/components/lists/CollectionExportModal.tsx",346,16,"2025-08-09T10:58:59+02:00","Claude","tsx"
"src/components/lists/CollectionItemCard.tsx",293,12,"2025-08-09T08:23:29+02:00","Claude","tsx"
"src/components/lists/CollectionStats.tsx",169,8,"2025-08-06T19:43:37+02:00","Claude","tsx"
"src/components/lists/CollectionTabs.tsx",282,12,"2025-08-09T10:58:59+02:00","Claude","tsx"
"src/components/lists/UnifiedCategoryList.tsx",299,12,"2025-08-09T08:23:29+02:00","Claude","tsx"
"src/components/routing/utils/routeUtils.ts",98,4,"2025-08-06T12:50:48+02:00","Claude","ts"
"src/components/routing/types/RouterTypes.ts",61,4,"2025-08-06T12:50:48+02:00","Claude","ts"
"src/components/routing/Router.tsx",191,8,"2025-08-06T12:50:48+02:00","Claude","tsx"
"src/components/error/ErrorBoundary.tsx",436,16,"2025-08-05T13:25:30+02:00","Claude","tsx"
"src/components/error/errorBoundaryUtils.ts",41,4,"2025-08-05T13:25:30+02:00","Claude","ts"
"src/components/ImageUploader.tsx",436,16,"2025-08-09T18:59:05+02:00","Claude","tsx"
"src/theme/formThemes.ts",250,8,"2025-08-05T21:14:12+02:00","Claude","ts"
